product_id;product_name;category;sub_category;brand;price;discount;final_price;stock;rating;reviews_count;supplier;country;city;warehouse_id;delivery_time_days;return_rate;is_active;launch_year;weight_kg;volume_l;color;material;warranty_years;sales_last_month;sales_last_3_months;sales_last_year;profit_margin;cost_price;revenue_last_month;revenue_last_year;views;cart_additions;wishlist_additions;conversion_rate;avg_session_time;bounce_rate;seo_score;ad_spend;ad_clicks;ad_conversions;seasonality_index;restock_frequency_days;damaged_returns;customer_complaints;net_promoter_score;supplier_rating;shipping_cost;tax_rate;value_score;business_priority_score;product_name_upper;name_length;profit_abs;engagement_score;efficiency_score;segment;rank_score;forecast_sales;integrated_efficiency;integrated_rank_score
8789;Product_8789;Home;Clothing;BrandB;853.94;0.14;734.39;757;4.92;3430;Supplier_5;India;Shanghai;1;4;0.12;0;2025;34.0;30.65;Red;Fabric;1;897;1744;7473;0.33;580.28;140268.49;1683221.88;75592;32174;8705;0.015;173.76;0.79;86;7893.64;1366;3104;1.36;51;37;175;59;4.66;10.76;0.11;0.6631130590255991;0.5549267700475754;PRODUCT_8789;12;154.11;116471;11.206367464738882;Premium;0.6995354893162393;457.9;4.773193437417187;0.8678337886744082
395;Product_395;Home;Toys;BrandD;688.34;0.32;468.07;226;4.93;3643;Supplier_48;UK;Shanghai;17;5;0.03;0;2023;44.05;63.55;Red;Plastic;4;862;1324;6044;0.4;547.16;49615.42;595385.04;91906;17638;24365;0.199;209.01;0.87;57;7022.51;4641;3348;1.39;26;77;93;80;4.01;45.03;0.09;0.6200801487379668;0.4395333428097565;PRODUCT_395;11;-79.08999999999997;133909;15.984513787209009;Popular;0.748467638125264;444.5;4.7145485717960245;0.8635497097168641
1634;Product_1634;Clothing;Toys;BrandE;896.68;0.47;475.24;742;4.85;931;Supplier_11;UK;London;13;5;0.16;1;2021;43.34;64.55;White;Fabric;5;786;1145;5412;0.47;693.64;16158.16;193897.92;97754;15635;18211;0.11;118.26;0.45;96;3928.18;6034;367;1.21;6;46;28;37;1.83;21.37;0.17;0.5971567264855081;0.3914851605959683;PRODUCT_1634;12;-218.4;131600;16.87225118441689;Premium;0.7290805060599135;345.9;4.6392797601972084;0.8595817030807176
7607;Product_7607;Beauty;Home;BrandA;918.51;0.14;789.92;42;4.73;1915;Supplier_8;China;New York;19;7;0.18;0;2010;47.05;30.85;Black;Fabric;4;984;1125;7642;0.22;473.03;90840.8;1090089.6;77447;17970;21709;0.164;133.58;0.53;52;8864.1;9031;688;1.05;25;62;81;66;4.11;26.79;0.08;0.6099313914394353;0.4752760292285213;PRODUCT_7607;12;316.89;117126;8.34877008605948;Premium;0.58097072763032;333.8;4.695462585684946;0.8553600876240182
6099;Product_6099;Sports;Toys;BrandC;746.63;0.01;739.16;331;4.99;1542;Supplier_42;USA;Mumbai;18;6;0.07;1;2024;36.12;52.07;Green;Fabric;0;864;396;9659;0.12;644.56;138962.08;1667544.96;68671;44989;23219;0.147;95.57;0.69;92;9128.61;8634;1799;0.55;11;61;176;-77;4.03;48.16;0.12;0.6537670264340186;0.5534402956016118;PRODUCT_6099;12;94.60000000000002;136879;4.644802225777178;Popular;0.5622884381110655;207.1;4.832119456367428;0.8454527748801214
7664;Product_7664;Beauty;Toys;BrandD;634.14;0.47;336.09;801;4.91;1970;Supplier_28;China;Shanghai;6;10;0.05;0;2012;47.51;92.12;Green;Plastic;3;897;1825;3547;0.21;558.49;141829.98;1701959.76;83561;866;21559;0.173;164.38;0.69;92;7580.03;2106;1363;1.35;43;76;128;34;1.39;15.05;0.25;0.6795705658774231;0.5612361809607551;PRODUCT_7664;12;-222.40000000000003;105986;8.224671734261165;Popular;0.6250025096455759;538.7;4.6861407646026265;0.8438041571327847
4807;Product_4807;Clothing;Beauty;BrandE;901.67;0.18;739.37;292;4.7;1063;Supplier_40;Germany;Shanghai;5;9;0.17;1;2020;33.96;96.92;White;Fabric;3;940;825;9942;0.3;690.9;231422.81;2777073.72;84358;13357;15572;0.06;198.52;0.22;79;316.17;8801;1832;1.37;57;23;4;1;2.88;27.43;0.13;0.7399362984889841;0.6726261723212781;PRODUCT_4807;12;48.47000000000003;113287;10.233441216424309;Premium;0.6669120775153978;247.4;4.6504446732693685;0.8419368068194335
6582;Product_6582;Toys;Sports;BrandC;498.39;0.45;274.11;694;4.87;2970;Supplier_32;USA;Berlin;7;5;0.26;0;2024;49.55;21.07;Blue;Metal;3;977;1223;5832;0.08;251.51;101146.59;1213759.08;84470;12144;25282;0.032;241.34;0.43;54;5084.4;8655;1293;1.42;40;97;162;99;2.06;1.51;0.09;0.6438724257764362;0.5027545380537233;PRODUCT_6582;12;22.600000000000023;121896;2.7684375936038235;Popular;0.5018694455456852;397.3;4.730957271589161;0.8386582657035693
1588;Product_1588;Sports;Toys;BrandE;652.39;0.46;352.29;379;4.75;781;Supplier_50;UK;New York;6;8;0.17;0;2012;23.52;49.4;Black;Wood;1;993;1762;5778;0.4;526.93;162053.4;1944640.8;86684;6721;27044;0.14;42.56;0.27;51;167.21;5937;1252;1.03;18;71;25;-70;1.07;29.32;0.19;0.6900759444538269;0.5809396628675243;PRODUCT_1588;12;-174.63999999999993;120449;14.949162789618144;Popular;0.7576697689921598;496.1;4.676201781282907;0.8383205137320069
5216;Product_5216;Beauty;Home;BrandC;990.6502;0.15;846.61;860;4.91;4983;Supplier_46;China;New York;7;6;0.25;0;2010;11.05;94.63;Black;Plastic;0;791;2653;9140;0.47;688.02;329331.29;3951975.48;69133;24956;25141;0.04;24.32;0.87;81;7040.56;2847;3060;0.91;7;88;199;-45;2.84;17.59;0.13;0.8088674691127079;0.8128233533179527;PRODUCT_5216;12;158.59000000000003;119230;16.019000736845758;Premium;0.8557169295035333;654.9;4.706021626142692;0.8377007582440537
7796;Product_7796;Beauty;Electronics;BrandE;657.06;0.21;519.08;521;4.87;296;Supplier_15;China;Mumbai;16;4;0.25;0;2010;47.4;34.19;White;Plastic;4;919;156;2004;0.12;454.4;130808.16;1569697.92;79775;8953;27083;0.177;231.75;0.47;92;1940.93;5966;4057;1.25;30;15;159;-57;1.96;36.51;0.16;0.6595005319496772;0.541106338871737;PRODUCT_7796;12;64.68000000000006;115811;4.694068995954033;Popular;0.5405367539899124;177.1;4.700195096346913;0.835627671302804
7160;Product_7160;Electronics;Electronics;BrandE;710.11;0.01;703.01;810;4.94;1239;Supplier_44;Germany;Mumbai;18;2;0.19;0;2020;36.9;58.53;White;Plastic;3;879;2055;7108;0.41;399.01;79440.13;953281.56;70464;6830;2192;0.09;128.93;0.21;95;8751.84;9070;3686;0.93;52;69;158;3;4.1;24.27;0.23;0.6031468385407213;0.4687018687950968;PRODUCT_7160;12;304.0;79486;14.967938676219786;Popular;0.752724098643121;578.7;4.70735454863831;0.8330121123968317
6296;Product_6296;Beauty;Beauty;BrandD;803.58;0.48;417.86;425;4.73;3793;Supplier_44;USA;London;3;14;0.01;1;2016;35.48;60.74;Green;Metal;5;850;2492;3446;0.17;489.29;7103.62;85243.44;97957;16270;29772;0.06;53.91;0.68;84;6486.99;3335;4457;1.29;46;2;89;-92;2.43;34.13;0.12;0.5803252888299113;0.3713595935169359;PRODUCT_6296;12;-71.43;143999;5.750277392141003;Popular;0.4699237058933699;602.3;4.62378350859525;0.8303552393688908
3422;Product_3422;Sports;Sports;BrandE;481.89;0.33;322.87;660;4.79;4322;Supplier_50;USA;Shanghai;5;10;0.25;0;2011;35.19;92.28;Red;Plastic;5;990;2132;5340;0.12;398.19;148843.07;1786116.84;91396;2210;1992;0.137;196.53;0.84;61;7602.98;6090;2134;1.18;56;11;32;-54;4.84;39.87;0.11;0.6915584535557034;0.5679918102520733;PRODUCT_3422;12;-75.32;95598;4.508638326996482;Popular;0.5388107306777867;600.5;4.680321911591858;0.8301409713205385
4676;Product_4676;Toys;Electronics;BrandA;621.45;0.01;615.24;154;4.89;1320;Supplier_44;Germany;Shanghai;8;12;0.05;0;2017;11.72;24.81;White;Plastic;1;925;908;6241;0.12;428.67;155040.48;1860485.76;75393;23657;7845;0.159;191.0;0.12;50;2479.4;7048;436;1.12;36;20;83;-80;1.94;34.23;0.09;0.6727751632148918;0.5733903584436069;PRODUCT_4676;12;186.57;106895;4.645685764031948;Popular;0.5556092124820676;340.1;4.75110618318772;0.8289601896705827
6500;Product_6500;Toys;Beauty;BrandB;563.9;0.2;451.12;363;4.89;779;Supplier_34;UK;Berlin;11;8;0.11;0;2020;29.35;53.24;White;Wood;3;912;1707;7111;0.33;446.28;110073.28;1320879.36;82372;42364;320;0.015;241.81;0.84;84;6374.09;4453;3284;1.25;32;47;183;90;1.83;43.57;0.18;0.6488054534554099;0.515165483221461;PRODUCT_6500;12;4.840000000000032;125056;11.16516919087384;Popular;0.682407199757266;515.4;4.785554547449953;0.8287630386208813
5044;Product_5044;Clothing;Sports;BrandE;888.81;0.3;622.17;109;4.95;2513;Supplier_9;China;Berlin;2;10;0.09;1;2016;38.88;25.81;White;Fabric;4;605;1667;9675;0.06;750.18;97680.69;1172168.28;97719;15354;16894;0.122;208.91;0.25;72;4369.19;4023;3573;0.91;59;23;108;-98;2.31;35.34;0.17;0.6738509166908064;0.5110145824655965;PRODUCT_5044;12;-128.01;129967;2.1349902452778213;Standard;0.4320208120646679;450.1;4.5741767941084435;0.8250741419336809
2380;Product_2380;Electronics;Clothing;BrandC;990.6502;0.17;829.1;900;4.83;2364;Supplier_27;Germany;Berlin;12;13;0.1;0;2014;12.53;64.79;Green;Plastic;2;798;845;7560;0.46;523.94;412062.7;4944752.4;73353;17121;1023;0.029;284.78;0.14;73;1870.96;7961;303;0.79;60;46;6;-87;4.96;13.79;0.15;0.880692625498422;0.9250640414231198;PRODUCT_2380;12;305.16;91497;15.27971499843331;Premium;0.8434510686385643;263.1;4.652025495643224;0.8244117382786642
7348;Product_7348;Home;Toys;BrandC;541.82;0.17;449.71;859;4.89;3733;Supplier_26;Germany;Shanghai;9;12;0.22;1;2019;39.61;44.81;Red;Fabric;5;867;173;8511;0.16;294.4;35527.09;426325.08;88451;41418;6757;0.117;80.71;0.9;72;5984.54;5523;3879;0.52;25;33;137;85;2.06;36.79;0.13;0.5980856149468341;0.415345921712213;PRODUCT_7348;12;155.31;136626;5.913251000063639;Popular;0.5252419597564724;199.2;4.756128538302214;0.8215209749958442
1342;Product_1342;Toys;Clothing;BrandE;956.07;0.15;812.66;900;4.88;2638;Supplier_3;UK;Shanghai;4;14;0.2;0;2019;30.79;44.45;Blue;Wood;3;968;2543;6097;0.08;764.82;301496.86;3617962.32;37450;40924;11155;0.096;296.0;0.23;68;5542.62;5254;4375;1.07;19;14;47;76;3.51;48.26;0.21;0.7196136392965358;0.7532574845083249;PRODUCT_1342;12;47.83999999999992;89529;2.9422051001124427;Popular;0.5843659707076412;639.9;4.92105858173895;0.8209689445979461
1756;Product_1756;Electronics;Sports;BrandE;851.25;0.19;689.51;630;4.61;484;Supplier_30;Germany;Shanghai;11;12;0.22;0;2022;33.51;81.12;White;Wood;3;999;1991;8457;0.07;514.83;245465.56;2945586.72;80142;20439;28441;0.152;11.59;0.78;61;932.89;6652;2162;1.48;27;0;67;5;1.17;47.87;0.06;0.7361480839346976;0.683827039476819;PRODUCT_1756;12;174.67999999999995;129022;2.5679607880637207;Popular;0.492279658869779;521.5;4.658109074234167;0.8183423862741295
9628;Product_9628;Sports;Electronics;BrandC;839.93;0.36;537.56;323;4.99;4262;Supplier_47;UK;London;7;3;0.27;1;2025;3.5;30.55;White;Metal;5;722;1932;2061;0.23;611.32;73108.16;877297.92;72093;19688;27331;0.039;113.5;0.48;80;5724.89;5932;4145;1.25;31;52;138;15;4.57;1.35;0.08;0.6050643147626615;0.464090862168078;PRODUCT_9628;12;-73.7600000000001;119112;7.850454136078207;Premium;0.581715879408937;491.4;4.683982029062971;0.8183243474834628
223;Product_223;Toys;Beauty;BrandA;973.91;0.29;691.48;795;4.91;3292;Supplier_17;UK;New York;7;5;0.25;0;2013;13.22;81.72;White;Metal;5;850;240;7768;0.43;547.16;309783.04;3717396.48;50287;6304;3524;0.08;188.58;0.48;57;2551.66;4290;4158;1.4;27;81;15;5;4.59;46.25;0.08;0.7546808783818333;0.7743817685131709;PRODUCT_223;11;144.32000000000005;60115;15.383195921221525;Premium;0.841122752935005;132.0;4.687636937654418;0.8175852734565765
5263;Product_5263;Sports;Toys;BrandD;903.82;0.47;479.02;249;4.67;1470;Supplier_13;USA;Mumbai;4;4;0.16;1;2023;22.51;18.62;White;Metal;0;909;2667;1913;0.49;681.23;145143.06;1741716.72;81503;4690;14346;0.132;36.58;0.21;65;8934.81;8424;2197;1.39;5;22;77;5;1.58;45.88;0.24;0.6590485291967284;0.5492396350661821;PRODUCT_5263;12;-202.21000000000004;100539;17.649244373632808;Popular;0.77559195813606;661.7;4.6048866186223165;0.8165962332730542
8140;Product_8140;Sports;Electronics;BrandA;749.92;0.49;382.46;248;4.85;4655;Supplier_2;USA;Mumbai;19;2;0.25;1;2014;21.99;57.27;Green;Plastic;1;975;598;3679;0.47;551.22;121239.82;1454877.84;55144;32263;19662;0.127;47.13;0.49;71;1093.53;8151;4907;1.18;14;11;65;-58;4.03;21.31;0.18;0.6005602530126121;0.5117649999383657;PRODUCT_8140;12;-168.76000000000005;107069;17.683591292376178;Popular;0.8209080903926776;263.0;4.810398671588304;0.8152226497292002
4201;Product_4201;Sports;Clothing;BrandA;816.19;0.09;742.73;568;4.86;1857;Supplier_23;USA;London;16;6;0.22;0;2024;46.7;25.27;Red;Plastic;5;757;1767;4585;0.29;423.52;286693.78;3440325.36;85842;26945;23166;0.019;249.56;0.57;69;7308.11;9928;2158;1.07;40;68;165;3;4.42;4.26;0.23;0.8023257707815986;0.7604708822986035;PRODUCT_4201;12;319.21000000000004;135953;9.52284558183512;Premium;0.6793247034360997;462.9;4.659051481514003;0.8148873227870131
6605;Product_6605;Sports;Home;BrandA;935.82;0.37;589.57;576;4.81;3831;Supplier_33;UK;Berlin;12;7;0.02;1;2011;22.75;50.35;Black;Fabric;0;734;1152;9651;0.27;506.79;72517.11;870205.32;87220;44243;2257;0.062;284.99;0.71;73;4884.42;9021;1692;1.19;41;92;123;-9;3.61;43.0;0.18;0.6204243032552602;0.4608280670407245;PRODUCT_6605;12;82.78000000000003;133720;9.102669430002027;Premium;0.5666199493054432;329.6;4.665399701634229;0.8146200864269031
7041;Product_7041;Sports;Clothing;BrandE;621.0;0.11;552.69;180;4.7;3233;Supplier_39;Germany;Berlin;17;5;0.18;1;2021;33.45;32.06;White;Fabric;4;907;1324;5288;0.07;558.72;181282.32;2175387.84;99332;20128;15709;0.075;142.42;0.83;95;2790.28;8725;3453;1.41;40;73;72;75;3.64;5.61;0.24;0.7275953208597183;0.612018670879049;PRODUCT_7041;12;-6.029999999999973;135169;2.408966855601813;Popular;0.4687994928609307;371.9;4.645024469919961;0.8132260321575459
4941;Product_4941;Electronics;Beauty;BrandB;977.36;0.04;938.27;751;4.98;1032;Supplier_21;China;Berlin;3;10;0.28;1;2021;12.07;24.36;Black;Fabric;3;628;511;2104;0.21;705.96;148246.66;1778959.92;75847;27634;13235;0.149;38.39;0.62;52;6674.74;5547;4231;0.74;51;89;103;17;3.59;42.47;0.22;0.6751527167111827;0.5699932143776933;PRODUCT_4941;12;232.30999999999997;116716;7.7434240660276625;Premium;0.5839410432564862;199.7;4.642520249591723;0.8130903724589083
428;Product_428;Clothing;Toys;BrandB;636.64;0.32;432.92;515;4.89;3352;Supplier_44;India;Berlin;16;14;0.05;1;2011;11.2;2.37;Green;Plastic;1;878;2507;4045;0.33;384.83;206502.84;2478034.08;73451;15135;6435;0.174;61.16;0.26;82;1633.81;1745;4374;0.93;8;70;131;-58;2.21;17.35;0.17;0.7122990475106574;0.6436529423444749;PRODUCT_428;11;48.09000000000003;95021;12.842298172349222;Popular;0.7395190304172676;700.8;4.708725106641838;0.8111423034742451
6306;Product_6306;Electronics;Toys;BrandB;363.36;0.29;257.99;85;4.75;1755;Supplier_9;Germany;Berlin;17;11;0.01;0;2022;28.33;36.53;Black;Metal;3;987;2364;4464;0.16;248.42;61143.63;733723.56;98228;20819;743;0.043;56.96;0.53;56;7550.15;7206;1838;1.22;9;64;152;-80;4.07;1.21;0.06;0.6280500832134696;0.4478078648107891;PRODUCT_6306;12;9.570000000000022;119790;5.466069760850781;Popular;0.5171329080418515;625.6;4.700662214579866;0.8107503836487006
6446;Product_6446;Home;Beauty;BrandE;822.2;0.48;427.54;299;4.76;573;Supplier_43;India;London;7;1;0.29;0;2022;2.61;99.15;Black;Plastic;1;757;1572;378;0.45;688.07;213342.46;2560109.52;98181;33854;12802;0.153;236.88;0.58;84;314.43;4294;4863;0.7;37;86;115;-26;2.31;20.18;0.18;0.7571356826178454;0.65966632211117;PRODUCT_6446;12;-260.53000000000003;144837;16.37597115528899;Premium;0.7662986034285416;439.7;4.625235780795688;0.8104536375974023
1985;Product_1985;Electronics;Clothing;BrandE;844.15;0.19;683.76;862;4.72;2316;Supplier_3;China;Shanghai;5;9;0.22;0;2018;38.08;84.86;Black;Metal;1;886;518;8016;0.21;549.89;249572.4;2994868.8;78544;2280;17094;0.178;108.99;0.35;85;2641.72;9679;38;0.89;37;24;28;31;1.92;40.31;0.21;0.7452157213152716;0.6956082461517876;PRODUCT_1985;12;133.87;97918;7.925715872936069;Premium;0.6127474497191598;202.3;4.608943655991667;0.8076701782001469
2105;Product_2105;Electronics;Clothing;BrandC;769.28;0.04;738.51;219;4.92;3597;Supplier_15;UK;Mumbai;16;6;0.11;1;2025;18.23;50.79;Blue;Metal;2;628;138;6008;0.3;468.94;166164.75;1993977.0;99103;30415;19481;0.05;284.23;0.26;57;8305.99;3054;2631;1.18;30;71;21;-70;1.19;43.94;0.12;0.7319855917473093;0.6049785909842698;PRODUCT_2105;12;269.57;148999;9.987114621634344;Standard;0.6304457533814019;139.0;4.607033086517195;0.8066797045031364
8737;Product_8737;Sports;Beauty;BrandA;782.18;0.22;610.1;277;4.94;606;Supplier_23;UK;New York;19;12;0.29;1;2014;2.69;43.02;Red;Fabric;1;764;2702;4787;0.34;574.58;123240.2;1478882.4;69819;49300;24730;0.105;131.0;0.16;77;8863.03;3908;2532;0.91;21;15;108;-63;1.2;8.91;0.07;0.6388019753940428;0.5291077784768417;PRODUCT_8737;12;35.51999999999998;143849;12.32333067279703;Popular;0.6906751119359368;718.8;4.77317263691508;0.8035715896115139
2398;Product_2398;Beauty;Clothing;BrandD;857.2;0.07;797.2;13;5.0;4965;Supplier_32;China;Shanghai;15;9;0.22;1;2017;34.89;27.07;White;Plastic;5;577;1721;2202;0.16;572.16;349173.6;4190083.2;84451;37397;6331;0.031;287.58;0.81;51;2116.66;853;3788;0.69;57;95;121;-96;4.03;19.03;0.1;0.8634450407023664;0.8553159655670539;PRODUCT_2398;12;225.04000000000008;128179;5.245376526880977;Standard;0.6084897080916831;445.6;4.632394514136012;0.7983596055292018
2330;Product_2330;Home;Toys;BrandD;685.85;0.5;342.93;766;4.96;3814;Supplier_10;UK;Berlin;19;7;0.02;0;2024;24.24;64.83;Black;Wood;4;647;280;2433;0.42;430.96;10973.76;131685.12;91295;22574;12703;0.105;60.06;0.52;98;2582.61;6837;618;1.1;7;10;56;-97;2.46;5.99;0.17;0.588663750487467;0.387453413028668;PRODUCT_2330;12;-88.02999999999997;126572;14.902482053998368;Standard;0.6855121652753374;194.1;4.623009151096909;0.7956647207472675
1423;Product_1423;Home;Beauty;BrandB;892.24;0.1;803.02;301;4.8;1678;Supplier_36;USA;Berlin;1;9;0.2;0;2022;1.9;64.01;Blue;Plastic;5;669;134;4371;0.22;740.57;173452.32;2081427.84;93428;36007;86;0.128;26.36;0.59;92;9150.99;7459;1838;0.84;19;8;62;26;2.64;20.01;0.13;0.7171809495179295;0.6040079728488287;PRODUCT_1423;12;62.44999999999993;129521;7.751260978106231;Premium;0.5589884710278721;118.0;4.599990761282301;0.7939762482825791
2483;Product_2483;Electronics;Beauty;BrandD;862.63;0.2;690.1;801;4.94;4926;Supplier_26;USA;Berlin;15;10;0.0;0;2023;9.83;11.35;Blue;Plastic;0;598;794;6167;0.19;766.76;97304.1;1167649.2;86882;16198;945;0.03;83.79;0.48;61;9921.13;7347;1258;1.06;58;82;22;61;4.25;37.69;0.05;0.6510560116845078;0.5033487132191194;PRODUCT_2483;12;-76.65999999999997;104025;6.182670312070897;Standard;0.5192221280438712;244.8;4.57139199450964;0.7933476104611923
244;Product_244;Toys;Toys;BrandC;556.6;0.17;461.98;159;4.75;406;Supplier_19;China;Berlin;15;13;0.29;0;2014;40.38;29.27;White;Plastic;5;964;624;114;0.34;405.72;114571.04;1374852.48;76819;48767;20377;0.113;116.23;0.8;75;6059.73;7805;972;1.22;35;82;34;54;4.89;31.64;0.15;0.6302916449221652;0.509115917202807;PRODUCT_244;11;56.25999999999999;145963;12.35261590151632;Popular;0.6797643017643383;287.7;4.775817225513269;0.7921402236397448
7545;Product_7545;Sports;Clothing;BrandB;990.6502;0.42;578.72;43;4.79;4317;Supplier_40;China;New York;10;4;0.24;0;2016;15.51;84.92;White;Plastic;1;854;777;9144;0.16;836.28;120373.76;1444485.12;53583;15763;3188;0.151;98.75;0.35;74;4978.23;2267;1415;1.46;10;56;31;91;1.86;21.13;0.16;0.5919072635991038;0.5057861983885441;PRODUCT_7545;12;-257.55999999999995;72534;5.955324834827896;Popular;0.5315312962712413;258.4;4.675276412369882;0.792084596589396
2995;Product_2995;Toys;Toys;BrandC;990.6502;0.07;924.21;655;4.53;764;Supplier_27;UK;Shanghai;9;8;0.0;0;2020;10.39;27.04;Red;Fabric;1;832;1299;5037;0.16;674.39;287429.31;3449151.72;96175;35321;23896;0.094;251.29;0.8;64;4119.06;6544;568;0.72;34;46;12;78;4.29;7.31;0.12;0.7972152902203246;0.7465725023647372;PRODUCT_2995;12;249.82000000000005;155392;5.332488995923726;Popular;0.5178210150117095;357.7;4.575464977532191;0.7913881902152804
